Data set,Source,Predation or Parasitism,Dim,Field?,Habitat,Fresh or Marine,Predator cellularity,Vert/invert,Major grouping 1,Major grouping 2,Predator scientific name,Predator type,Trophic level predator,Prey cellularity,Vert/invert,Major grouping 1,Major grouping 2,Prey,Prey scientific name,Prey type,Trophic level prey,Data type,Include?,Prey replaced?,Hours starved,Temp (C ),Interference,Pred per arena,2D Arena size (cm2) (bottom SA),3D arena size (cm3),Predator mass (mg),Predator mass source code,Predator mass identifier,Prey mass (mg),Prey mass source code,Prey mass identifier,Units of a,Data set,Number of bootstraps,Mean R2 of fits,AIC,Fitted a (median of BS samples),CI a low,CI a hi,Fittted h (day),CI h low,CI h hi,Notes 1,,size ratio,cv,numtrials,rangeeaten,prop fully eaten,,'Type2_Rsquare','Type2_AIC','Type2a_lowCI','Type2a_median','Type2a_upCI','Type2h_lowCI','Type2h_median','Type2h_upCI','Type3_Rsquare','Type3_AIC','Type3a_lowCI','Type3a_median','Type3a_upCI','Type3h_lowCI','Type3h_median','Type3h_upCI','Type3q_lowCI','Type3q_median','Type3q_upCI'
722,Akre and Johnson 1979 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Ischnura hastata (Anomalagrion hastatum),3rd day in final instar,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Cladoceran,Simocephalus vetulus,,2,Mean,1,N,0,25,,1,,,8.81E+00,Alternate genus length,2,2.81E+00,Alternate genus length,1,m^3 per pred per day,727,200,0.68,113.89,8.67E-04,5.68E-04,1.52E-03,1.56E-02,2.94E-03,2.93E-02,Single prey,,3.14,0.59,30,26.71,0,,0.68,113.89,8.67E-04,5.68E-04,1.52E-03,1.56E-02,2.94E-03,2.93E-02,0.68,115.62,3.32E-05,5.72E-06,0.015327062,2.22E-02,5.37E-09,0.036233364,0.393519943,-0.30505851,0.499999967
723,Akre and Johnson 1979 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Ischnura hastata (Anomalagrion hastatum),3rd day in final instar,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,,2,Mean,1,N,0,25,,1,,,8.81E+00,Alternate genus length,2,8.16E-01,Average species mass,22,m^3 per pred per day,728,200,0.75,141.73,1.06E-03,9.45E-04,1.79E-03,1.15E-03,1.28E-10,1.05E-02,Single prey,,10.8,0.6,30,58.04,0,,0.75,141.73,1.06E-03,9.45E-04,1.79E-03,1.15E-03,1.28E-10,1.05E-02,0.76,143.21,0.006361591,0.000112449,0.0626218,3.47E-10,2.34E-14,1.34E-08,-0.174034902,-0.389879871,0.203321674
724,Akre and Johnson 1979 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Ischnura hastata (Anomalagrion hastatum),3rd day in final instar,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Cladoceran,Simocephalus vetulus,,2,Mean,1,N,24,25,,1,,,8.81E+00,Alternate genus length,2,2.81E+00,Alternate genus length,1,m^3 per pred per day,729,200,0.01,119.41,1.46E-02,4.39E-03,6.47E-02,9.12E-02,7.01E-02,1.16E-01,"Equal densities of both prey types, S. vetulus and D. magna",,3.14,0.35,30,9.21,0,,0.01,119.41,1.46E-02,4.39E-03,6.47E-02,9.12E-02,7.01E-02,1.16E-01,0.01,121.83,4.69E-04,0.000105611,1.425229231,0.088990785,0.054831089,0.112277034,0.499535787,-0.499999998,0.499999953
725,Akre and Johnson 1979 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Ischnura hastata (Anomalagrion hastatum),3rd day in final instar,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,,2,Mean,1,N,24,25,,1,,,8.81E+00,Alternate genus length,2,8.16E-01,Average species mass,22,m^3 per pred per day,730,200,0.79,162.01,3.30E-03,1.94E-03,6.24E-03,6.43E-03,1.57E-03,9.96E-03,"Equal densities of both prey types, S. vetulus and D. magna",,10.8,0.51,30,83.4,0,,0.79,162.01,3.30E-03,1.94E-03,6.24E-03,6.43E-03,1.57E-03,9.96E-03,0.8,163.92,0.030458899,0.000136907,0.268835408,1.16E-03,4.32E-10,0.011325999,-0.255771221,-0.473597082,0.457124817
726,Akre and Johnson 1979 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Ischnura hastata (Anomalagrion hastatum),3rd day in final instar,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Cladoceran,Simocephalus vetulus,,2,Mean,1,N,0,25,,1,,,8.81E+00,Alternate genus length,2,2.81E+00,Alternate genus length,1,m^3 per pred per day,731,200,0.07,128.38,4.45E-03,1.03E-03,3.16E-02,6.70E-02,3.99E-02,9.10E-02,"Equal densities of both prey types, S. vetulus and D. magna",,3.14,0.51,30,15.52,0,,0.07,128.38,4.45E-03,1.03E-03,3.16E-02,6.70E-02,3.99E-02,9.10E-02,0.07,130.59,6.57E-02,7.89E-05,0.874075241,0.061190569,0.013740754,0.088494591,-0.353569897,-0.499999999,0.499999881
727,Akre and Johnson 1979 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Ischnura hastata (Anomalagrion hastatum),3rd day in final instar,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,,2,Mean,1,N,0,25,,1,,,8.81E+00,Alternate genus length,2,8.16E-01,Average species mass,22,m^3 per pred per day,732,200,0.5,138.19,3.84E-03,1.97E-03,8.23E-03,1.88E-02,1.31E-02,2.33E-02,"Equal densities of both prey types, S. vetulus and D. magna",,10.8,0.44,29,43.42,0,,0.5,138.19,3.84E-03,1.97E-03,8.23E-03,1.88E-02,1.31E-02,2.33E-02,0.58,135.94,0.212952058,0.158234823,0.348244005,2.05E-03,1.75E-10,0.010962982,-0.5,-0.5,-0.480345037
728,Akre and Johnson 1979 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Ischnura hastata (Anomalagrion hastatum),3rd day in final instar,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Cladoceran,Simocephalus vetulus,,2,Mean,1,N,24,25,,1,,,8.81E+00,Alternate genus length,2,2.81E+00,Alternate genus length,1,m^3 per pred per day,733,200,0.71,120.05,4.62E-04,4.05E-04,5.42E-04,2.47E-10,1.42E-10,2.92E-09,"Complementary densities of both prey types, adding up  to 66 prey per L",,3.14,1.08,29,37.24,0,,0.71,120.05,4.62E-04,4.05E-04,5.42E-04,2.47E-10,1.42E-10,2.92E-09,0.82,108.77,2.13E-06,1.85E-06,2.52E-06,2.34E-14,2.34E-14,2.34E-14,0.499999984,0.499999916,0.499999997
729,Akre and Johnson 1979 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Ischnura hastata (Anomalagrion hastatum),3rd day in final instar,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,,2,Mean,1,N,24,25,,1,,,8.81E+00,Alternate genus length,2,8.16E-01,Average species mass,22,m^3 per pred per day,734,200,0.74,182.31,3.37E-03,2.60E-03,4.31E-03,5.63E-03,2.74E-03,7.69E-03,"Complementary densities of both prey types, adding up  to 66 prey per L",,10.8,0.65,30,90.67,0,,0.74,182.31,3.37E-03,2.60E-03,4.31E-03,5.63E-03,2.74E-03,7.69E-03,0.77,180.85,2.91E-05,2.19E-05,3.74E-05,0.008330285,0.006146566,0.009928049,0.49999995,0.499999685,0.499999989
730,Akre and Johnson 1979 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Ischnura hastata (Anomalagrion hastatum),3rd day in final instar,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Cladoceran,Simocephalus vetulus,,2,Mean,1,N,0,25,,1,,,8.81E+00,Alternate genus length,2,2.81E+00,Alternate genus length,1,m^3 per pred per day,735,200,0.59,107.8,5.54E-04,3.56E-04,8.40E-04,1.82E-02,9.02E-09,3.72E-02,"Complementary densities of both prey types, adding up  to 66 prey per L",,3.14,0.65,30,21.1,0,,0.59,107.8,5.54E-04,3.56E-04,8.40E-04,1.82E-02,9.02E-09,3.72E-02,0.6,109.61,5.06E-06,3.29E-06,0.001192991,3.31E-02,2.96E-08,0.052518824,0.499999418,-0.075677542,0.499999987
731,Akre and Johnson 1979 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Ischnura hastata (Anomalagrion hastatum),3rd day in final instar,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Water flea,Daphnia magna,,2,Mean,1,N,0,25,,1,,,8.81E+00,Alternate genus length,2,8.16E-01,Average species mass,22,m^3 per pred per day,736,200,0.87,135.41,1.06E-03,9.74E-04,1.19E-03,3.32E-10,5.16E-11,1.70E-03,"Complementary densities of both prey types, adding up  to 66 prey per L",,10.8,0.77,30,71.58,0,,0.87,135.41,1.06E-03,9.74E-04,1.19E-03,3.32E-10,5.16E-11,1.70E-03,0.88,135.95,1.54E-04,8.37E-06,0.000967455,2.32E-13,2.34E-14,0.007989786,0.178556618,0.006096499,0.499999765
732,Claver et al 2003 J APPL ENT,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Acanthaspis pedestris,Adult,3,Metazoan,Invertebrate,Insect,Lepidoptera,Rice moth,Corcyra cephalonica ,Larva,2,Mean,1,N,,32.5,,1,,,4.01E+02,Alternate family length,1,7.62E+00,% adult mass,2,m^2 per pred per day,737,200,0.46,-135.26,7.10E-03,4.53E-03,9.97E-03,7.41E-01,3.86E-01,1.03E+00,,,52.63,0.6,60,0.8,0,,0.46,-135.26,7.10E-03,4.53E-03,9.97E-03,7.41E-01,3.86E-01,1.03E+00,0.48,-133.72,0.001223248,0.000678925,0.0229964,9.10E-01,5.63E-07,1.206724405,0.443389833,-0.367018383,0.5
733,Claver et al 2003 J APPL ENT,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Acanthaspis pedestris,Adult,3,Metazoan,Invertebrate,Insect,Lepidoptera,Rice moth,Corcyra cephalonica ,Larva,2,Mean,1,N,,32.5,,1,3.08E+02,,4.01E+02,Alternate family length,1,7.62E+00,% adult mass,2,m^2 per pred per day,738,200,0.25,-267.41,3.23E-03,2.45E-03,4.22E-03,3.97E+00,3.17E+00,5.10E+00,Predator exposed to cypermethrin pesticide,,52.63,0.62,60,0.26,0,,0.25,-267.41,3.23E-03,2.45E-03,4.22E-03,3.97E+00,3.17E+00,5.10E+00,0.29,-267.74,0.000412301,0.000302345,0.000598239,4.371544407,3.526292495,5.583207418,0.499999861,0.499998987,0.5
734,Saiz and Kiørboe 1995 MARINE ECOLOGY PROGRESS SERIES,Predator,3,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Copepod,Acartia tonsa,Adult females,3,Unicell,Protozoan,Protozoan,Ciliate,Ciliate,Strombidium sulcatum,,2,Raw data,1,N,,18,,15.5,,2.30E+03,3.00E-02,Alternate species mass,1,1.16E-05,Alternate species length,1,m^3 per pred per day,739,200,0.89,477.06,5.90E-04,4.91E-04,1.43E-03,1.31E-06,1.08E-13,2.03E-05,,,2591.63,1.13,27,76569,0,,0.89,477.06,5.90E-04,4.91E-04,1.43E-03,1.31E-06,1.08E-13,2.03E-05,0.9,478.49,4.63E-03,3.78E-06,0.293915352,7.26E-14,2.34E-14,1.32E-06,-0.115719599,-0.342366184,0.273836528
735,Fox and Murdoch 1978 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Notonecta hoffmanni,"4th instar, Large",,Metazoan,Invertebrate,Insect,Culicidae,Southern house mosquito,Culex quinquefasciatus,5-day-old Larvae,,Mean,1,Y,24,25,,1,,1.00E+04,2.10E+01,Original mass,3,9.44E-02,Alternate species length,8,m^3 per pred per day,740,200,0.71,501.8,1.43E-01,1.09E-01,1.92E-01,7.94E-03,7.25E-03,8.78E-03,,,222.55,0.56,80,107.98,0,,0.71,501.8,1.43E-01,1.09E-01,1.92E-01,7.94E-03,7.25E-03,8.78E-03,0.73,498.21,1.27448687,0.170086075,5.971650082,6.07E-03,0.001034212,0.007841493,-0.367865969,-0.654158799,-0.012170785
736,Fox and Murdoch 1978 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Notonecta hoffmanni,"4th instar, Small",,Metazoan,Invertebrate,Insect,Culicidae,Southern house mosquito,Culex quinquefasciatus,5-day-old Larvae,,Mean,1,Y,24,25,,1,,1.00E+04,1.70E+01,Original mass,2,9.44E-02,Alternate species length,8,m^3 per pred per day,741,200,0.53,497.63,2.06E-01,1.45E-01,3.15E-01,1.16E-02,1.01E-02,1.35E-02,,,180.16,0.46,80,76.14,0,,0.53,497.63,2.06E-01,1.45E-01,3.15E-01,1.16E-02,1.01E-02,1.35E-02,0.54,498.88,0.393225826,0.008660563,9.801042055,0.011156532,1.05E-07,0.013875164,-0.127775704,-0.741655481,0.589386598
737,Hassell et al 1977 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Notonecta glauca,Adult females,,Metazoan,Invertebrate,Crustacean,Copepod,Waterlouse,Asellus aquaticus,Small,,Mean,1,N,,8,,1,,4.05E+03,1.04E+02,Alternate species length,1,1.04E+00,Original length,2,m^3 per pred per day,742,200,0.87,-18.4,6.23E-04,5.41E-04,7.09E-04,1.06E-01,7.66E-02,1.32E-01,,,99.73,0.68,33,5.5,0,,0.87,-18.4,6.23E-04,5.41E-04,7.09E-04,1.06E-01,7.66E-02,1.32E-01,0.89,-21.81,1.04E-05,8.90E-06,3.10E-05,0.151172355,0.117916501,0.172548842,0.499999995,0.344413004,0.5
738,Hassell et al 1977 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Plea atomaria,,,Metazoan,Invertebrate,Insect,Culicidae,Yellow Fever Mosquito,Aedes aegypti,Small larva,,Mean,1,N,,18,,1,,2.50E+03,1.64E-01,Alternate species length,1,8.75E-02,Alternate species mass,1,m^3 per pred per day,743,200,0.87,127.01,2.54E-03,2.25E-03,2.81E-03,2.01E-02,1.65E-02,2.32E-02,,,1.87,0.6,45,28.77,0,,0.87,127.01,2.54E-03,2.25E-03,2.81E-03,2.01E-02,1.65E-02,2.32E-02,0.89,119.45,3.35E-05,2.93E-05,3.90E-05,0.027396942,0.02420707,0.030078502,0.499999977,0.489122511,0.5
739,Hassell et al 1977 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops bicuspidatus thomasi,Adult,,Metazoan,Invertebrate,Crustacean,Copepod,copepod,Cyclops bicuspidatus thomasi,Nauplii,,Mean,1,N,,,,,,,2.12E-01,Alternate order mass,4,4.50E-03,Alternate order (?) mass,5,m^3 per pred per day,744,200,0.61,-22.07,9.04E-06,7.01E-06,1.13E-05,3.32E-01,2.45E-01,4.04E-01,,,47.1,0.38,12,1.2,0,,0.61,-22.07,9.04E-06,7.01E-06,1.13E-05,3.32E-01,2.45E-01,4.04E-01,0.67,-20.41,2.40E-07,1.87E-07,2.95E-07,0.429875316,0.367274652,0.482988442,0.499999999,0.499999788,0.5
740,Hassell et al 1977 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops bicuspidatus thomasi,Adult,,Metazoan,Invertebrate,Crustacean,Copepod,copepod,Cyclops bicuspidatus thomasi,Copepodites,,Mean,1,N,,,,,,,2.12E-01,Alternate order mass,4,1.67E-02,Alternate order mass,2,m^3 per pred per day,745,200,0.48,-34.33,1.58E-06,9.09E-07,2.85E-06,6.74E-01,2.24E-01,1.05E+00,,,12.69,0.5,12,0.52,0,,0.48,-34.33,1.58E-06,9.09E-07,2.85E-06,6.74E-01,2.24E-01,1.05E+00,0.53,-31.93,3.42E-08,2.01E-08,6.25E-08,1.047854725,0.751054645,1.321133445,0.499999998,0.499998417,0.5
741,Hassell et al 1977 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops bicuspidatus thomasi,Adult,,Metazoan,Invertebrate,Crustacean,Copepod,copepod,Diaptomus,Nauplii,,Mean,1,N,,,,,,,2.12E-01,Alternate order mass,4,2.68E-01,Average genus mass,1,m^3 per pred per day,746,200,0.82,-27.92,6.53E-06,5.50E-06,7.76E-06,3.04E-01,2.51E-01,3.51E-01,,,0.79,0.73,12,1.47,0,,0.82,-27.92,6.53E-06,5.50E-06,7.76E-06,3.04E-01,2.51E-01,3.51E-01,0.85,-26.61,1.99E-07,1.65E-07,2.45E-07,0.480151352,0.450780643,0.51462807,0.499999999,0.49999974,0.5
742,Hassell et al 1977 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops bicuspidatus thomasi,Adult,,Metazoan,Invertebrate,Crustacean,Copepod,copepod,Diaptomus,Copepodites,,Mean,1,N,,,,,,,2.12E-01,Alternate order mass,4,2.68E-01,Average genus mass,1,m^3 per pred per day,747,200,0.59,-50.58,1.95E-07,1.49E-07,2.64E-07,2.12E-05,8.92E-07,5.94E-05,,,0.79,0.97,9,0.14,0,,0.59,-50.58,1.95E-07,1.49E-07,2.64E-07,2.12E-05,8.92E-07,5.94E-05,0.73,-49.82,2.70E-09,2.04E-09,3.68E-09,2.39E-14,2.33E-14,2.45E-12,0.499999154,0.499813526,0.5
743,Hassell et al 1977 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops bicuspidatus thomasi,Adult,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Cladocera,,,2,Mean,1,N,,,,,,,2.12E-01,Alternate order mass,4,9.74E-01,Average order mass,,m^3 per pred per day,748,200,0.7,-31.97,1.13E-06,9.62E-07,1.39E-06,4.25E-07,1.87E-07,1.12E-06,,,0.22,0.86,9,0.5,0,,0.7,-31.97,1.13E-06,9.62E-07,1.39E-06,4.25E-07,1.87E-07,1.12E-06,0.83,-32.36,1.89E-08,1.61E-08,2.83E-08,2.34E-14,2.29E-14,3.33E-14,0.49999981,0.442260937,0.5
744,Hassell et al 1977 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Cyclops bicuspidatus thomasi,Adult,,Metazoan,Invertebrate,Rotifer,,Rotifers,,,,Raw data,1,N,,,,,,,2.12E-01,Alternate order mass,4,6.21E-02,Average phylum mass,,m^3 per pred per day,749,200,0.75,-0.26,7.35E-06,5.96E-06,1.30E-05,1.73E-02,8.82E-10,1.39E-01,,,3.41,0.6,13,5.54,0,,0.75,-0.26,7.35E-06,5.96E-06,1.30E-05,1.73E-02,8.82E-10,1.39E-01,0.77,2.36,1.81E-07,1.25E-07,5.47E-06,1.18E-01,2.41E-10,0.216026527,0.49999994,0.029848307,0.5
745,Hassell et al 1977 J OF ANIMAL ECOLOGY,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Diptera,Calliphora vomitoria,Adult,2,,Non living food,Non living food,,Sugar droplets,,,1,Mean,0,N,,,,,2.00E+03,,3.38E+01,Alternate species length,1,,,,m^2 per pred per day,750,200,0.93,110.85,2.33E-01,1.97E-01,2.73E-01,5.78E-03,4.37E-03,6.92E-03,,,#DIV/0!,0.87,21,114.63,0,,0.93,110.85,2.33E-01,1.97E-01,2.73E-01,5.78E-03,4.37E-03,6.92E-03,0.95,104.35,0.014841138,0.01207632,0.019713482,0.007452477,0.006153129,0.008447321,0.499999983,0.417112192,0.499999998
746,Hassell et al 1977 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Notonecta glauca,Adult females,,Metazoan,Invertebrate,Crustacean,Copepod,Waterlouse,Asellus aquaticus,Large,,Mean,1,N,,8,,,,4.05E+03,1.04E+02,Alternate species length,1,7.48E+00,Original length,1,m^3 per pred per day,751,200,0.85,-18.11,3.16E-03,2.62E-03,3.72E-03,1.49E-01,1.13E-01,1.77E-01,Preferred prey size,,13.89,0.59,27,5.28,0,,0.85,-18.11,3.16E-03,2.62E-03,3.72E-03,1.49E-01,1.13E-01,1.77E-01,0.87,-19.46,1.15E-04,9.21E-05,0.000932673,0.182583697,0.137799819,0.21127796,0.499999885,0.157569325,0.5
747,Confer 1971 LIMNOLOGY AND OCEANOGRAPHY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Copepod,Mesocyclops edax,,,Metazoan,Invertebrate,Crustacean,Copepod,copepodites,Diaptomus floridanus,"5th instar, 6th instar",,Raw data,1,N,0,,,1,,7.50E+01,6.30E-02,Alternate species length,2,2.68E-01,Average genus mass,1,m^3 per pred per day,752,200,0.69,-53.6,2.48E-05,1.35E-05,4.40E-05,6.99E-01,3.68E-07,1.40E+00,,,0.24,0.47,14,0.83,0,,0.69,-53.6,2.48E-05,1.35E-05,4.40E-05,6.99E-01,3.68E-07,1.40E+00,0.7,-51.26,1.55E-04,3.16E-07,0.002606935,3.01E-06,1.40E-13,1.341162919,-0.21748852,-0.499999997,0.499999369
748,Lampitt 1978 LIMNOLOGY AND OCEANOGRAPHY,Predator,3,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Copepod,Oithona nana,Adult males,,Metazoan,Invertebrate,Crustacean,Copepod,Marine copepods,Acartia clausi,<24hr old nauplii,,Raw data,1,N,,10,,15,,1.00E+02,1.85E-03,Original mass,1,3.25E-04,Original mass,1,m^3 per pred per day,753,200,0.49,-18.46,1.31E-05,4.80E-06,1.07E-04,9.50E-01,4.79E-01,1.21E+00,,,5.69,0.38,7,0.93,0,,0.49,-18.46,1.31E-05,4.80E-06,1.07E-04,9.50E-01,4.79E-01,1.21E+00,0.56,-12.97,4.00E-07,1.64E-07,0.000916497,0.989433486,0.633389375,1.226810556,0.499999991,-0.5,0.5
749,Lampitt 1978 LIMNOLOGY AND OCEANOGRAPHY,Predator,3,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Copepod,Oithona nana,Adult females,,Metazoan,Invertebrate,Crustacean,Copepod,Marine copepods,Acartia clausi,<24hr old nauplii,,Mean,1,N,,10,,15,,1.00E+02,1.85E-03,Original mass,1,3.25E-04,Original mass,1,m^3 per pred per day,754,200,0.71,-70.78,1.12E-05,9.41E-06,1.31E-05,2.17E-01,1.75E-01,2.60E-01,,,5.69,0.7,90,4.17,0,,0.71,-70.78,1.12E-05,9.41E-06,1.31E-05,2.17E-01,1.75E-01,2.60E-01,0.72,-71.58,7.72E-07,3.16E-07,8.27E-06,0.270058105,0.187922397,0.32056356,0.377974806,0.022265482,0.499999999
750,Olsen et al 2000 J OF PLANKTON RESEARCH,Predator,3,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Copepod,Paraeuchaeta norvegica,,,Metazoan,Invertebrate,Crustacean,Copepod,copepod,Pseudocalanus spp.,Adult female,,Raw data,1,N,,,Y,1,,,3.84E+00,Alternate species length,1,5.90E-02,Original mass,1,m^3 per pred per day,755,200,0.36,67.55,2.91E-04,1.92E-04,2.18E-03,9.09E-09,3.58E-10,1.98E-01,,,65.02,1.07,18,28,0.06,,0.36,67.55,2.91E-04,1.92E-04,2.18E-03,9.09E-09,3.58E-10,1.98E-01,0.38,69.21,1.85E-06,1.12E-06,0.041073567,2.34E-14,2.33E-14,0.180317281,0.499999581,-0.499993012,0.499999994
751,Olsen et al 2000 J OF PLANKTON RESEARCH,Predator,3,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Copepod,Paraeuchaeta norvegica,,,Metazoan,Invertebrate,Crustacean,Copepod,Marine copepods,Acartia clausi,Adult,,Raw data,1,N,,,Y,1,,,3.84E+00,Alternate species length,1,5.70E-03,Original mass,2,m^3 per pred per day,756,200,0.22,42.63,2.92E-04,1.76E-04,1.06E-03,3.28E-02,6.17E-10,1.78E-01,,,673.05,0.96,12,22,0,,0.22,42.63,2.92E-04,1.76E-04,1.06E-03,3.28E-02,6.17E-10,1.78E-01,0.23,45.24,2.61E-06,1.03E-06,0.014907403,6.04E-02,2.34E-14,0.18325099,0.499999761,-0.407494242,0.5
752,Olsen et al 2000 J OF PLANKTON RESEARCH,Predator,3,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Copepod,Paraeuchaeta norvegica,,,Metazoan,Invertebrate,Crustacean,Copepod,copepod,Calanus spp.,Stage 5 copepodites,,Raw data,1,N,,,Y,2,,,3.84E+00,Alternate species length,1,4.34E-01,Original mass,1,m^3 per pred per day,757,200,0.2,-15.18,2.74E-04,4.47E-05,9.04E-04,7.80E-01,1.09E-01,1.47E+00,,,8.84,0.78,14,2,0,,0.2,-15.18,2.74E-04,4.47E-05,9.04E-04,7.80E-01,1.09E-01,1.47E+00,0.23,-12.39,6.19E-06,1.88E-06,0.01465485,8.31E-01,1.87E-08,1.544736814,0.499999908,-0.5,0.5
753,Olsen et al 2000 J OF PLANKTON RESEARCH,Predator,3,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Copepod,Chiridius armatus,,,Metazoan,Invertebrate,Crustacean,Copepod,Marine copepods,Acartia clausi,Adult,,Raw data,1,N,,,Y,3,,,7.50E-01,Alternate species length,1,5.70E-03,Original mass,2,m^3 per pred per day,758,200,0.74,129.34,5.36E-04,3.93E-04,7.83E-04,5.29E-02,3.35E-02,6.69E-02,,,131.52,0.82,54,23,0.04,,0.74,129.34,5.36E-04,3.93E-04,7.83E-04,5.29E-02,3.35E-02,6.69E-02,0.75,129.07,3.65E-06,2.45E-06,0.000473386,0.060396616,0.043521272,0.074080791,0.499999807,0.015249678,0.499999999
754,Bergström and Englund 2004 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Mysid,Neomysis integer,,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Cladoceran,Polyphemus pediculus,,2,Mean,1,N,12,17,,1,,1.10E+03,4.52E+00,Original length,1,3.92E-02,Original length,1,m^3 per pred per day,759,200,0.52,487.23,1.30E-02,8.18E-03,1.80E-02,1.94E-03,1.40E-03,2.36E-03,,,115.15,0.41,53,322.98,0,,0.52,487.23,1.30E-02,8.18E-03,1.80E-02,1.94E-03,1.40E-03,2.36E-03,0.54,487.29,1.192291245,0.01546048,1.707932839,7.22E-04,1.04E-09,0.002275487,-0.499995553,-0.5,-0.004759631
755,Bergström and Englund 2004 J OF ANIMAL ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Mysid,Neomysis integer,,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Cladoceran,Polyphemus pediculus,,2,Mean,1,N,12,17,,1,,4.90E+03,4.52E+00,Original length,1,3.92E-02,Original length,1,m^3 per pred per day,760,200,0.64,229,1.73E-02,1.29E-02,2.42E-02,1.86E-03,1.45E-03,2.22E-03,,,115.15,0.34,26,351.55,0,,0.64,229,1.73E-02,1.29E-02,2.42E-02,1.86E-03,1.45E-03,2.22E-03,0.66,231.03,0.000408657,0.000108424,0.107590099,0.002063171,0.001331807,0.002501668,0.376510565,-0.207514542,0.499999955
